accession	strategy
GB_GCA_023417665.1	soxCD
GB_GCA_023422775.1	others
GB_GCA_023423415.1	soxCD
GB_GCA_023423695.1	soxCD
GB_GCA_023430145.1	soxCD
GB_GCA_023431725.1	others
GB_GCA_023432885.1	others
GB_GCA_023435335.1	soxCD
GB_GCA_023435545.1	soxCD
GB_GCA_023435725.1	others
GB_GCA_023436025.1	soxCD
GB_GCA_023438115.1	soxCD
GB_GCA_023442945.1	soxCD
GB_GCA_023449855.1	soxCD
GB_GCA_023452965.1	soxCD
GB_GCA_023458595.1	others
GB_GCA_023489335.1	others
GB_GCA_023511995.1	rDsr
GB_GCA_023653055.1	soxCD
GB_GCA_023657425.1	soxCD
GB_GCA_023700805.1	others
GB_GCA_023721795.1	soxCD
GB_GCA_023910625.1	soxCD
GB_GCA_023954015.1	soxCD
GB_GCA_023954045.1	rDsr
GB_GCA_023954075.1	soxCD
GB_GCA_023954135.1	soxCD
GB_GCA_023954175.1	rDsr
GB_GCA_023954255.1	soxCD
GB_GCA_023954305.1	soxCD
GB_GCA_023955215.1	soxCD
GB_GCA_023955225.1	others
GB_GCA_023955335.1	soxCD
GB_GCA_024102665.1	rDsr
GB_GCA_024206335.1	rDsr
GB_GCA_024226455.1	rDsr
GB_GCA_024227135.1	rDsr
GB_GCA_024227565.1	others
GB_GCA_024230095.1	soxCD
GB_GCA_024231975.1	soxCD
GB_GCA_024234055.1	soxCD
GB_GCA_024234075.1	soxCD
GB_GCA_024235015.1	others
GB_GCA_024235175.1	rDsr
GB_GCA_024235255.1	rDsr
GB_GCA_024235595.1	soxCD
GB_GCA_024235835.1	rDsr
GB_GCA_024235855.1	both
GB_GCA_024235895.1	rDsr
GB_GCA_024235935.1	soxCD
GB_GCA_024235955.1	soxCD
GB_GCA_024235995.1	soxCD
GB_GCA_024236015.1	soxCD
GB_GCA_024236235.1	soxCD
GB_GCA_024236415.1	rDsr
GB_GCA_024236495.1	soxCD
GB_GCA_024244645.1	both
GB_GCA_024275235.1	others
GB_GCA_024275935.1	soxCD
GB_GCA_024276955.1	rDsr
GB_GCA_024277815.1	rDsr
GB_GCA_024278055.1	soxCD
GB_GCA_024278555.1	rDsr
GB_GCA_024278835.1	others
GB_GCA_024279095.1	both
GB_GCA_024280035.1	others
GB_GCA_024280375.1	rDsr
GB_GCA_024280575.1	soxCD
GB_GCA_024280735.1	both
GB_GCA_024304855.1	others
GB_GCA_024304985.1	soxCD
GB_GCA_024347195.1	others
GB_GCA_024347215.1	others
GB_GCA_024347235.1	others
GB_GCA_024397995.1	soxCD
GB_GCA_024508675.1	soxCD
GB_GCA_024508855.1	soxCD
GB_GCA_024513425.1	others
GB_GCA_024635855.1	others
GB_GCA_024635885.1	others
GB_GCA_024636395.1	soxCD
GB_GCA_024636405.1	soxCD
GB_GCA_024636425.1	others
GB_GCA_024636445.1	soxCD
GB_GCA_024636475.1	soxCD
GB_GCA_024636495.1	soxCD
GB_GCA_024636515.1	soxCD
GB_GCA_024636635.1	soxCD
GB_GCA_024636935.1	rDsr
GB_GCA_024637155.1	soxCD
GB_GCA_024637195.1	others
GB_GCA_024637215.1	others
GB_GCA_024637255.1	others
GB_GCA_024637295.1	others
GB_GCA_024637315.1	soxCD
GB_GCA_024637375.1	soxCD
GB_GCA_024639025.1	others
GB_GCA_024639035.1	others
GB_GCA_024639125.1	soxCD
GB_GCA_024639325.1	rDsr
GB_GCA_024639455.1	soxCD
GB_GCA_024639605.1	soxCD
GB_GCA_024639825.1	others
GB_GCA_024640025.1	others
GB_GCA_024640045.1	others
GB_GCA_024640085.1	soxCD
GB_GCA_024640305.1	others
GB_GCA_024640405.1	both
GB_GCA_024640955.1	soxCD
GB_GCA_024640985.1	soxCD
GB_GCA_024641025.1	rDsr
GB_GCA_024641505.1	rDsr
GB_GCA_024641855.1	rDsr
GB_GCA_024641925.1	both
GB_GCA_024641965.1	both
GB_GCA_024642025.1	soxCD
GB_GCA_024642045.1	soxCD
GB_GCA_024642065.1	soxCD
GB_GCA_024642115.1	soxCD
GB_GCA_024642185.1	both
GB_GCA_024642215.1	soxCD
GB_GCA_024642465.1	soxCD
GB_GCA_024642725.1	soxCD
GB_GCA_024643785.1	soxCD
GB_GCA_024644535.1	soxCD
GB_GCA_024645065.1	others
GB_GCA_024645145.1	soxCD
GB_GCA_024653675.1	rDsr
GB_GCA_024653915.1	rDsr
GB_GCA_024653965.1	rDsr
GB_GCA_024654105.1	others
GB_GCA_024679435.1	others
GB_GCA_024686035.1	soxCD
GB_GCA_024686085.1	soxCD
GB_GCA_024703855.1	soxCD
GB_GCA_024707075.1	soxCD
GB_GCA_024708885.1	rDsr
GB_GCA_024708915.1	rDsr
GB_GCA_024709165.1	rDsr
GB_GCA_024709485.1	rDsr
GB_GCA_024709685.1	rDsr
GB_GCA_024710845.1	soxCD
GB_GCA_024710965.1	soxCD
GB_GCA_024742275.1	soxCD
GB_GCA_024742405.1	soxCD
GB_GCA_024742575.1	soxCD
GB_GCA_024742605.1	soxCD
GB_GCA_024742655.1	soxCD
GB_GCA_024742695.1	soxCD
GB_GCA_024742835.1	soxCD
GB_GCA_024743215.1	others
GB_GCA_024743275.1	soxCD
GB_GCA_024762315.1	others
GB_GCA_024762585.1	others
GB_GCA_024762705.1	others
GB_GCA_024762755.1	rDsr
GB_GCA_024762875.1	others
GB_GCA_024762895.1	rDsr
GB_GCA_024763175.1	others
GB_GCA_024763335.1	rDsr
GB_GCA_025055335.1	others
GB_GCA_025055385.1	rDsr
GB_GCA_025056355.1	soxCD
GB_GCA_025056375.1	others
GB_GCA_025056915.1	soxCD
GB_GCA_025057055.1	others
GB_GCA_025057455.1	others
GB_GCA_025057735.1	others
GB_GCA_025060375.1	soxCD
GB_GCA_025062075.1	others
GB_GCA_025140835.1	soxCD
GB_GCA_025141015.1	soxCD
GB_GCA_025141675.1	soxCD
GB_GCA_025141935.1	soxCD
GB_GCA_025143825.1	soxCD
GB_GCA_025143985.1	soxCD
GB_GCA_025144145.1	soxCD
GB_GCA_025144335.1	soxCD
GB_GCA_900095165.1	soxCD
GB_GCA_900104855.1	soxCD
GB_GCA_900114605.1	soxCD
GB_GCA_900129675.1	others
GB_GCA_900143615.1	soxCD
GB_GCA_900149695.1	soxCD
GB_GCA_900156835.1	soxCD
GB_GCA_900197615.1	others
GB_GCA_900197625.1	soxCD
GB_GCA_900299025.1	soxCD
GB_GCA_900299075.1	rDsr
GB_GCA_900313005.1	soxCD
GB_GCA_900313015.1	soxCD
GB_GCA_900466005.1	soxCD
GB_GCA_900470095.1	soxCD
GB_GCA_902518075.1	soxCD
GB_GCA_902520195.1	soxCD
GB_GCA_902534325.1	soxCD
GB_GCA_902536515.1	soxCD
GB_GCA_902541695.1	soxCD
GB_GCA_902541775.1	soxCD
GB_GCA_902543185.1	soxCD
GB_GCA_902554885.1	soxCD
GB_GCA_902557415.1	soxCD
GB_GCA_902562285.1	soxCD
GB_GCA_902570265.1	soxCD
GB_GCA_902573735.1	soxCD
GB_GCA_902578545.1	soxCD
GB_GCA_902602765.1	soxCD
GB_GCA_902611605.1	soxCD
GB_GCA_902623175.1	soxCD
GB_GCA_902625475.1	soxCD
GB_GCA_902631295.1	soxCD
GB_GCA_902631395.1	soxCD
GB_GCA_902635985.1	soxCD
GB_GCA_902706035.1	soxCD
GB_GCA_902725215.1	rDsr
GB_GCA_902727895.1	others
GB_GCA_902727905.1	others
GB_GCA_902727915.1	others
GB_GCA_902727935.1	others
GB_GCA_902825995.1	soxCD
GB_GCA_902826155.1	others
GB_GCA_902826195.1	soxCD
GB_GCA_902826305.1	others
GB_GCA_902826345.1	soxCD
GB_GCA_903820745.1	soxCD
GB_GCA_903824965.1	rDsr
GB_GCA_903825645.1	soxCD
GB_GCA_903826775.1	soxCD
GB_GCA_903827075.1	soxCD
GB_GCA_903828235.1	soxCD
GB_GCA_903830985.1	both
GB_GCA_903832005.1	others
GB_GCA_903832285.1	rDsr
GB_GCA_903832735.1	others
GB_GCA_903837335.1	soxCD
GB_GCA_903839085.1	rDsr
GB_GCA_903839845.1	soxCD
GB_GCA_903839865.1	others
GB_GCA_903842945.1	others
GB_GCA_903843235.1	others
GB_GCA_903843315.1	soxCD
GB_GCA_903844635.1	others
GB_GCA_903844775.1	soxCD
GB_GCA_903844825.1	soxCD
GB_GCA_903845315.1	soxCD
GB_GCA_903845935.1	soxCD
GB_GCA_903847155.1	rDsr
GB_GCA_903847605.1	soxCD
GB_GCA_903848955.1	rDsr
GB_GCA_903850735.1	soxCD
GB_GCA_903853455.1	rDsr
GB_GCA_903853895.1	both
GB_GCA_903856995.1	others
GB_GCA_903859155.1	others
GB_GCA_903861115.1	others
GB_GCA_903866395.1	soxCD
GB_GCA_903867305.1	others
GB_GCA_903869365.1	rDsr
GB_GCA_903869595.1	soxCD
GB_GCA_903870065.1	rDsr
GB_GCA_903870145.1	soxCD
GB_GCA_903870955.1	soxCD
GB_GCA_903873725.1	rDsr
GB_GCA_903874585.1	rDsr
GB_GCA_903875135.1	others
GB_GCA_903876625.1	rDsr
GB_GCA_903876685.1	rDsr
GB_GCA_903876715.1	soxCD
GB_GCA_903878085.1	soxCD
GB_GCA_903880855.1	soxCD
GB_GCA_903881515.1	soxCD
GB_GCA_903885085.1	others
GB_GCA_903885165.1	rDsr
GB_GCA_903885555.1	soxCD
GB_GCA_903885665.1	others
GB_GCA_903886165.1	both
GB_GCA_903887325.1	soxCD
GB_GCA_903888645.1	others
GB_GCA_903889595.1	others
GB_GCA_903891395.1	others
GB_GCA_903892175.1	soxCD
GB_GCA_903892315.1	soxCD
GB_GCA_903892675.1	soxCD
GB_GCA_903892995.1	others
GB_GCA_903893215.1	others
GB_GCA_903893565.1	others
GB_GCA_903894155.1	soxCD
GB_GCA_903895005.1	soxCD
GB_GCA_903897925.1	soxCD
GB_GCA_903898725.1	others
GB_GCA_903899705.1	others
GB_GCA_903899885.1	rDsr
GB_GCA_903900805.1	others
GB_GCA_903903185.1	soxCD
GB_GCA_903903735.1	others
GB_GCA_903904605.1	rDsr
GB_GCA_903905585.1	others
GB_GCA_903905735.1	soxCD
GB_GCA_903906635.1	others
GB_GCA_903907905.1	soxCD
GB_GCA_903908065.1	others
GB_GCA_903909415.1	soxCD
GB_GCA_903909815.1	rDsr
GB_GCA_903913145.1	rDsr
GB_GCA_903914615.1	soxCD
GB_GCA_903914985.1	soxCD
GB_GCA_903915535.1	others
GB_GCA_903918115.1	soxCD
GB_GCA_903921325.1	others
GB_GCA_903922075.1	others
GB_GCA_903924765.1	others
GB_GCA_903924955.1	both
GB_GCA_903928495.1	soxCD
GB_GCA_903929045.1	others
GB_GCA_903930255.1	rDsr
GB_GCA_903930395.1	others
GB_GCA_903930535.1	rDsr
GB_GCA_903930805.1	rDsr
GB_GCA_903932865.1	soxCD
GB_GCA_903933115.1	others
GB_GCA_903933395.1	rDsr
GB_GCA_903933915.1	others
GB_GCA_903934295.1	soxCD
GB_GCA_903934795.1	soxCD
GB_GCA_903935355.1	soxCD
GB_GCA_903935585.1	others
GB_GCA_903938815.1	soxCD
GB_GCA_903941205.1	soxCD
GB_GCA_903944555.1	soxCD
GB_GCA_903944725.1	soxCD
GB_GCA_903950295.1	rDsr
GB_GCA_903951445.1	soxCD
GB_GCA_903951825.1	both
GB_GCA_903954045.1	both
GB_GCA_903958565.1	soxCD
GB_GCA_903959855.1	rDsr
GB_GCA_903960915.1	soxCD
GB_GCA_903961095.1	soxCD
GB_GCA_903995005.1	soxCD
GB_GCA_905181885.1	soxCD
GB_GCA_905181935.1	soxCD
GB_GCA_905182035.1	soxCD
GB_GCA_905182195.1	soxCD
GB_GCA_905182285.1	soxCD
GB_GCA_905182455.1	soxCD
GB_GCA_905182485.1	soxCD
GB_GCA_905182535.1	soxCD
GB_GCA_905182545.1	soxCD
GB_GCA_905182645.1	soxCD
GB_GCA_905339255.1	others
GB_GCA_905339295.1	rDsr
GB_GCA_905479075.1	soxCD
GB_GCA_905479135.1	soxCD
GB_GCA_905479205.1	soxCD
GB_GCA_905479575.1	soxCD
GB_GCA_905479595.1	soxCD
GB_GCA_905479635.1	others
GB_GCA_905479765.1	soxCD
GB_GCA_905479925.1	soxCD
GB_GCA_905479965.1	soxCD
GB_GCA_905479985.1	soxCD
GB_GCA_905480065.1	rDsr
GB_GCA_905480295.1	soxCD
GB_GCA_905480435.1	soxCD
GB_GCA_905480575.1	soxCD
GB_GCA_905612355.1	rDsr
GB_GCA_913009875.1	rDsr
GB_GCA_913009895.1	rDsr
GB_GCA_913020445.1	rDsr
GB_GCA_913030825.1	soxCD
GB_GCA_913031285.1	soxCD
GB_GCA_913031305.1	rDsr
GB_GCA_913042205.1	soxCD
GB_GCA_913042265.1	soxCD
GB_GCA_913043905.1	soxCD
GB_GCA_913047675.1	soxCD
GB_GCA_913048575.1	soxCD
GB_GCA_913051655.1	soxCD
GB_GCA_913052635.1	soxCD
GB_GCA_913053655.1	rDsr
GB_GCA_913053665.1	rDsr
GB_GCA_913054185.1	soxCD
GB_GCA_913054205.1	others
GB_GCA_913054395.1	soxCD
GB_GCA_913055205.1	others
GB_GCA_913055575.1	others
GB_GCA_913055735.1	soxCD
GB_GCA_913055755.1	soxCD
GB_GCA_913055765.1	others
GB_GCA_913055855.1	soxCD
GB_GCA_913056165.1	soxCD
GB_GCA_913057115.1	soxCD
GB_GCA_913057135.1	soxCD
GB_GCA_913057765.1	soxCD
GB_GCA_913060475.1	soxCD
GB_GCA_913060815.1	soxCD
GB_GCA_913061075.1	soxCD
GB_GCA_913061245.1	others
GB_GCA_913061275.1	soxCD
GB_GCA_913061335.1	soxCD
GB_GCA_913061505.1	soxCD
GB_GCA_913062525.1	others
GB_GCA_913062735.1	soxCD
GB_GCA_913062835.1	others
GB_GCA_913062865.1	soxCD
GB_GCA_913062925.1	soxCD
GB_GCA_913063035.1	soxCD
GB_GCA_913064665.1	soxCD
GB_GCA_913064775.1	soxCD
GB_GCA_919592095.1	others
GB_GCA_919902475.1	others
GB_GCA_919902765.1	rDsr
GB_GCA_919902775.1	soxCD
GB_GCA_919902965.1	others
GB_GCA_934525625.1	soxCD
GB_GCA_945787105.1	rDsr
GB_GCA_945787495.1	soxCD
GB_GCA_945788625.1	others
GB_GCA_945860515.1	soxCD
GB_GCA_945861225.1	soxCD
GB_GCA_945861265.1	soxCD
GB_GCA_945861275.1	others
GB_GCA_945861785.1	soxCD
GB_GCA_945861855.1	soxCD
GB_GCA_945861895.1	soxCD
GB_GCA_945862135.1	soxCD
GB_GCA_945862265.1	soxCD
GB_GCA_945862305.1	soxCD
GB_GCA_945862355.1	others
GB_GCA_945862495.1	soxCD
GB_GCA_945862985.1	soxCD
GB_GCA_945864455.1	others
GB_GCA_945864585.1	others
GB_GCA_945865935.1	soxCD
GB_GCA_945869245.1	soxCD
GB_GCA_945869355.1	soxCD
GB_GCA_945870035.1	soxCD
GB_GCA_945870205.1	rDsr
GB_GCA_945870465.1	rDsr
GB_GCA_945871285.1	soxCD
GB_GCA_945872335.1	others
GB_GCA_945874805.1	soxCD
GB_GCA_945875225.1	others
GB_GCA_945875955.1	soxCD
GB_GCA_945876565.1	soxCD
GB_GCA_945877235.1	soxCD
GB_GCA_945878355.1	others
GB_GCA_945878385.1	others
GB_GCA_945878885.1	soxCD
GB_GCA_945878995.1	soxCD
GB_GCA_945881875.1	soxCD
GB_GCA_945881965.1	soxCD
GB_GCA_945883615.1	soxCD
GB_GCA_945883795.1	others
GB_GCA_945885345.1	others
GB_GCA_945887835.1	soxCD
GB_GCA_945889015.1	soxCD
GB_GCA_945889625.1	others
GB_GCA_945890705.1	soxCD
GB_GCA_945890735.1	soxCD
GB_GCA_945893085.1	soxCD
GB_GCA_945893125.1	soxCD
GB_GCA_945897365.1	soxCD
GB_GCA_945897475.1	others
GB_GCA_945897515.1	soxCD
GB_GCA_945897955.1	rDsr
GB_GCA_945898095.1	others
GB_GCA_945898115.1	soxCD
GB_GCA_945901045.1	others
GB_GCA_945901125.1	soxCD
GB_GCA_945901405.1	others
GB_GCA_945901825.1	soxCD
GB_GCA_945901855.1	soxCD
GB_GCA_945903565.1	others
GB_GCA_945906755.1	soxCD
GB_GCA_945906765.1	rDsr
GB_GCA_945906815.1	others
GB_GCA_945906975.1	soxCD
GB_GCA_945907045.1	soxCD
RS_GCF_000006985.1	rDsr
RS_GCF_000008625.1	others
RS_GCF_000010325.1	others
RS_GCF_000010345.1	others
RS_GCF_000010785.1	others
RS_GCF_000011365.1	soxCD
RS_GCF_000011965.2	soxCD
RS_GCF_000012745.1	rDsr
RS_GCF_000012965.1	others
RS_GCF_000013365.1	soxCD
RS_GCF_000013385.1	soxCD
RS_GCF_000013625.1	soxCD
RS_GCF_000013865.1	soxCD
RS_GCF_000013885.1	others
RS_GCF_000014045.1	soxCD
RS_GCF_000014865.1	rDsr
RS_GCF_000015165.1	soxCD
RS_GCF_000015725.1	soxCD
RS_GCF_000016345.1	soxCD
RS_GCF_000018145.1	soxCD
RS_GCF_000019785.1	soxCD
RS_GCF_000020505.1	rDsr
RS_GCF_000020645.1	rDsr
RS_GCF_000021545.1	others
RS_GCF_000021565.1	others
RS_GCF_000022145.1	soxCD
RS_GCF_000024425.1	soxCD
RS_GCF_000025605.1	others
RS_GCF_000025705.1	rDsr
RS_GCF_000026145.1	soxCD
RS_GCF_000069785.1	soxCD
RS_GCF_000091545.1	soxCD
RS_GCF_000092125.1	soxCD
RS_GCF_000092245.1	soxCD
RS_GCF_000092925.1	soxCD
RS_GCF_000143145.1	others
RS_GCF_000147355.1	others
RS_GCF_000148725.1	soxCD
RS_GCF_000152625.1	soxCD
RS_GCF_000152805.1	soxCD
RS_GCF_000152845.1	soxCD
RS_GCF_000152965.1	soxCD
RS_GCF_000153125.2	soxCD
RS_GCF_000153345.1	soxCD
RS_GCF_000153465.1	soxCD
RS_GCF_000153705.1	soxCD
RS_GCF_000153725.1	soxCD
RS_GCF_000154705.2	soxCD
RS_GCF_000154785.2	soxCD
RS_GCF_000156335.1	soxCD
RS_GCF_000158095.2	soxCD
RS_GCF_000158175.1	soxCD
RS_GCF_000165835.1	soxCD
RS_GCF_000168975.1	soxCD
RS_GCF_000169415.1	soxCD
RS_GCF_000170915.1	soxCD
RS_GCF_000175575.2	others
RS_GCF_000178995.1	soxCD
RS_GCF_000183725.1	others
RS_GCF_000186245.1	soxCD
RS_GCF_000192745.1	soxCD
RS_GCF_000196015.1	others
RS_GCF_000202835.1	soxCD
RS_GCF_000215705.1	soxCD
RS_GCF_000218565.1	soxCD
RS_GCF_000219215.1	soxCD
RS_GCF_000219915.2	soxCD
RS_GCF_000236585.1	soxCD
RS_GCF_000239775.1	soxCD
RS_GCF_000239795.1	soxCD
RS_GCF_000239815.1	soxCD
RS_GCF_000241525.1	soxCD
RS_GCF_000242915.1	others
RS_GCF_000243095.1	soxCD
RS_GCF_000244915.1	others
RS_GCF_000253115.1	soxCD
RS_GCF_000261685.1	soxCD
RS_GCF_000282615.1	others
RS_GCF_000282655.1	soxCD
RS_GCF_000284375.1	others
RS_GCF_000292345.1	soxCD
RS_GCF_000293785.1	soxCD
RS_GCF_000293865.2	soxCD
RS_GCF_000296215.2	others
RS_GCF_000296775.1	others
RS_GCF_000297055.2	rDsr
RS_GCF_000299875.1	soxCD
RS_GCF_000300275.1	soxCD
RS_GCF_000300335.1	soxCD
RS_GCF_000308295.2	soxCD
RS_GCF_000314675.2	soxCD
RS_GCF_000314735.2	soxCD
RS_GCF_000315795.1	soxCD
RS_GCF_000333615.1	soxCD
RS_GCF_000336555.1	soxCD
RS_GCF_000344805.1	soxCD
RS_GCF_000364445.2	soxCD
RS_GCF_000372525.1	soxCD
RS_GCF_000372885.1	soxCD
RS_GCF_000373145.1	soxCD
RS_GCF_000373205.1	soxCD
RS_GCF_000373385.1	rDsr
RS_GCF_000376265.1	soxCD
RS_GCF_000376425.1	rDsr
RS_GCF_000377645.1	soxCD
RS_GCF_000379105.1	soxCD
RS_GCF_000380185.1	rDsr
RS_GCF_000385375.1	soxCD
RS_GCF_000400995.2	soxCD
RS_GCF_000420745.1	soxCD
RS_GCF_000421625.1	soxCD
RS_GCF_000421645.1	soxCD
RS_GCF_000422765.1	soxCD
RS_GCF_000422885.1	soxCD
RS_GCF_000423425.1	soxCD
RS_GCF_000423645.1	soxCD
RS_GCF_000423705.1	soxCD
RS_GCF_000423825.1	others
RS_GCF_000423905.1	soxCD
RS_GCF_000425365.1	others
RS_GCF_000426345.1	soxCD
RS_GCF_000426505.1	soxCD
RS_GCF_000426845.1	soxCD
RS_GCF_000427785.1	soxCD
RS_GCF_000428045.1	rDsr
RS_GCF_000429045.1	soxCD
RS_GCF_000429605.1	soxCD
RS_GCF_000429625.1	both
RS_GCF_000429665.1	soxCD
RS_GCF_000429765.1	soxCD
RS_GCF_000429845.1	soxCD
RS_GCF_000442255.1	soxCD
RS_GCF_000442275.2	soxCD
RS_GCF_000442315.1	soxCD
RS_GCF_000443165.1	soxCD
RS_GCF_000445475.1	others
RS_GCF_000466965.1	soxCD
RS_GCF_000472385.1	others
RS_GCF_000472425.1	others
RS_GCF_000472925.1	others
RS_GCF_000472965.1	soxCD
RS_GCF_000473045.1	others
RS_GCF_000473065.1	others
RS_GCF_000473105.1	soxCD
RS_GCF_000473145.1	soxCD
RS_GCF_000473165.1	soxCD
RS_GCF_000473205.1	soxCD
RS_GCF_000473225.1	soxCD
RS_GCF_000473325.1	soxCD
RS_GCF_000484635.1	soxCD
RS_GCF_000496075.1	soxCD
RS_GCF_000497575.1	soxCD
RS_GCF_000497755.1	soxCD
RS_GCF_000506985.1	soxCD
RS_GCF_000511355.1	soxCD
RS_GCF_000511385.1	soxCD
RS_GCF_000512735.1	others
RS_GCF_000513295.1	rDsr
RS_GCF_000515415.1	others
RS_GCF_000516555.1	soxCD
RS_GCF_000519045.1	soxCD
RS_GCF_000521865.1	soxCD
RS_GCF_000527135.1	soxCD
RS_GCF_000590925.1	soxCD
RS_GCF_000600975.2	soxCD
RS_GCF_000607165.1	others
RS_GCF_000617845.2	others
RS_GCF_000619805.1	others
RS_GCF_000620065.1	soxCD
RS_GCF_000620085.1	others
RS_GCF_000620465.1	others
RS_GCF_000622325.1	soxCD
RS_GCF_000622365.1	soxCD
RS_GCF_000622385.1	soxCD
RS_GCF_000622405.1	soxCD
RS_GCF_000647975.1	soxCD
RS_GCF_000671395.1	soxCD
RS_GCF_000688235.1	soxCD
RS_GCF_000688515.1	soxCD
RS_GCF_000702305.1	soxCD
RS_GCF_000702425.1	others
RS_GCF_000703085.1	others
RS_GCF_000711245.1	soxCD
RS_GCF_000714535.1	soxCD
RS_GCF_000714545.1	soxCD
RS_GCF_000723405.1	soxCD
RS_GCF_000733775.1	soxCD
RS_GCF_000735605.1	soxCD
RS_GCF_000737065.1	soxCD
RS_GCF_000738435.1	soxCD
RS_GCF_000739375.1	soxCD
RS_GCF_000743715.1	soxCD
RS_GCF_000744095.1	soxCD
RS_GCF_000744885.1	soxCD
RS_GCF_000746275.1	both
RS_GCF_000747075.1	soxCD
RS_GCF_000759435.1	others
RS_GCF_000761245.1	soxCD
RS_GCF_000763805.1	soxCD
RS_GCF_000763885.1	soxCD
RS_GCF_000763905.1	soxCD
RS_GCF_000767615.3	soxCD
RS_GCF_000768315.1	soxCD
RS_GCF_000768555.3	soxCD
RS_GCF_000771745.2	soxCD
RS_GCF_000794385.1	soxCD
RS_GCF_000801955.1	others
RS_GCF_000807775.2	soxCD
RS_GCF_000812465.1	soxCD
RS_GCF_000813725.1	soxCD
RS_GCF_000813745.1	soxCD
RS_GCF_000814025.1	soxCD
RS_GCF_000814845.2	soxCD
RS_GCF_000815105.2	soxCD
RS_GCF_000828615.1	rDsr
RS_GCF_000828635.1	rDsr
RS_GCF_000876015.1	others
RS_GCF_000934605.2	soxCD
RS_GCF_000935205.1	soxCD
RS_GCF_000938255.1	others
RS_GCF_000938305.1	others
RS_GCF_000948415.1	soxCD
RS_GCF_000964365.1	soxCD
RS_GCF_000964525.1	soxCD
RS_GCF_000964545.1	soxCD
RS_GCF_000968135.1	rDsr
RS_GCF_000971475.1	rDsr
RS_GCF_000972785.3	soxCD
RS_GCF_000973625.1	soxCD
RS_GCF_000987835.1	others
RS_GCF_001006325.2	soxCD
RS_GCF_001007875.1	rDsr
RS_GCF_001011155.1	soxCD
RS_GCF_001017435.1	others
RS_GCF_001029105.3	soxCD
RS_GCF_001038505.1	soxCD
RS_GCF_001044395.1	soxCD
RS_GCF_001045555.1	soxCD
RS_GCF_001050155.1	soxCD
RS_GCF_001051995.2	soxCD
RS_GCF_001187845.1	soxCD
RS_GCF_001189235.2	others
RS_GCF_001189245.1	others
RS_GCF_001189845.1	others
RS_GCF_001189915.1	soxCD
RS_GCF_001202025.1	soxCD
RS_GCF_001202035.1	soxCD
RS_GCF_001205715.1	soxCD
RS_GCF_001238275.1	soxCD
RS_GCF_001258055.1	soxCD
RS_GCF_001262635.1	soxCD
RS_GCF_001269345.1	soxCD
RS_GCF_001269365.1	soxCD
RS_GCF_001270065.2	soxCD
RS_GCF_001292625.1	soxCD
RS_GCF_001293525.1	soxCD
RS_GCF_001294455.1	soxCD
RS_GCF_001298265.1	soxCD
RS_GCF_001303895.1	soxCD
RS_GCF_001305295.1	soxCD
RS_GCF_001305515.1	soxCD
RS_GCF_001305595.1	soxCD
RS_GCF_001308265.1	soxCD
RS_GCF_001310815.1	soxCD
RS_GCF_001399755.1	others
RS_GCF_001403735.1	soxCD
RS_GCF_001403795.1	soxCD
RS_GCF_001404515.1	soxCD
RS_GCF_001412535.1	soxCD
RS_GCF_001412575.1	soxCD
RS_GCF_001418255.1	soxCD
RS_GCF_001420005.1	soxCD
RS_GCF_001422365.1	soxCD
RS_GCF_001422405.1	soxCD
RS_GCF_001424545.1	soxCD
RS_GCF_001425045.1	soxCD
RS_GCF_001425265.1	soxCD
RS_GCF_001425705.1	soxCD
RS_GCF_001425835.1	soxCD
RS_GCF_001425865.1	soxCD
RS_GCF_001426225.1	soxCD
RS_GCF_001426505.1	soxCD
RS_GCF_001426565.1	soxCD
RS_GCF_001426945.1	soxCD
RS_GCF_001428625.1	soxCD
RS_GCF_001429505.1	soxCD
RS_GCF_001432305.1	both
RS_GCF_001440035.1	others
RS_GCF_001440395.1	soxCD
RS_GCF_001440405.1	soxCD
RS_GCF_001440415.1	soxCD
RS_GCF_001440475.1	soxCD
RS_GCF_001441615.1	soxCD
RS_GCF_001457775.1	soxCD
RS_GCF_001458195.1	soxCD
RS_GCF_001458215.1	soxCD
RS_GCF_001458255.1	soxCD
RS_GCF_001458315.1	soxCD
RS_GCF_001458355.1	soxCD
RS_GCF_001458395.1	soxCD
RS_GCF_001458415.1	soxCD
RS_GCF_001465545.3	soxCD
RS_GCF_001465595.2	soxCD
RS_GCF_001482405.1	soxCD
RS_GCF_001507545.1	soxCD
RS_GCF_001507595.1	both
RS_GCF_001509585.1	soxCD
RS_GCF_001509835.1	soxCD
RS_GCF_001517545.1	soxCD
RS_GCF_001517585.1	soxCD
RS_GCF_001530125.1	rDsr
RS_GCF_001541225.1	soxCD
RS_GCF_001542415.1	others
RS_GCF_001550095.1	soxCD
RS_GCF_001551835.1	soxCD
RS_GCF_001556045.1	soxCD
RS_GCF_001558155.1	soxCD
RS_GCF_001571145.1	soxCD
RS_GCF_001571225.1	soxCD
RS_GCF_001579845.1	others
RS_GCF_001580455.1	soxCD
RS_GCF_001590795.1	soxCD
RS_GCF_001591165.1	soxCD
RS_GCF_001591345.1	soxCD
RS_GCF_001592285.1	soxCD
RS_GCF_001592305.1	soxCD
RS_GCF_001595645.1	others
RS_GCF_001595965.1	soxCD
RS_GCF_001595985.1	soxCD
