accession	Oxygen	pH	Salinity	Temperature
GB_GCA_024653915.1	aerobe	6.564606454	1.927327014	36.00168897
GB_GCA_024653965.1	anaerobe	6.619050846	2.698660342	27.32810662
GB_GCA_024654105.1	aerobe	6.396259424	1.197822316	33.12755875
GB_GCA_024679435.1	aerobe	7.700458396	4.132512039	29.30789172
GB_GCA_024686035.1	aerobe	7.650219827	1.315918969	23.84576877
GB_GCA_024686085.1	aerobe	7.773849894	1.555163869	22.49266877
GB_GCA_024703855.1	aerobe	7.165625051	0	27.82033254
GB_GCA_024707075.1	aerobe	6.724106057	0.198888134	31.60925297
GB_GCA_024708885.1	facultative	6.462707151	0.984536367	31.44577385
GB_GCA_024708915.1	aerobe	6.675931618	1.010777483	30.58293446
GB_GCA_024709165.1	facultative	6.189611905	0.802178243	31.66375216
GB_GCA_024709485.1	aerobe	6.062570951	1.15088708	35.75135468
GB_GCA_024709685.1	facultative	7.161837004	0.359872127	34.00598314
GB_GCA_024710845.1	aerobe	7.519495472	1.365037375	33.07213999
GB_GCA_024710965.1	aerobe	7.293648982	0.18975297	31.36826611
GB_GCA_024762315.1	anaerobe	6.498748766	2.673708439	38.85179025
GB_GCA_024762585.1	anaerobe	6.259104797	3.147978035	33.35333134
GB_GCA_024762705.1	aerobe	5.96462559	2.703192149	31.62844867
GB_GCA_024762755.1	aerobe	6.905572167	4.133519049	36.87279297
GB_GCA_024762875.1	aerobe	6.493417578	2.695581274	30.08661324
GB_GCA_024762895.1	aerobe	7.048678008	3.428305979	35.73750757
GB_GCA_024763175.1	aerobe	6.633030061	3.642091725	41.31588529
GB_GCA_024763335.1	aerobe	7.074502994	3.109112163	32.03047327
GB_GCA_025055335.1	aerobe	8.091473764	0	44.31009055
GB_GCA_025055385.1	aerobe	7.553586663	0	49.21035557
GB_GCA_025056355.1	aerobe	7.983029437	0.729457562	45.12712017
GB_GCA_025056375.1	anaerobe	6.503932459	0	76.59075398
GB_GCA_025056915.1	aerobe	8.399327738	0	49.83617244
GB_GCA_025057055.1	aerobe	8.149380279	0	46.81355104
GB_GCA_025057455.1	anaerobe	6.742325864	0	75.90351754
GB_GCA_025057735.1	aerobe	7.84516805	0	49.15928815
GB_GCA_025060375.1	aerobe	7.921010238	0	59.84512817
GB_GCA_025062075.1	anaerobe	7.56397332	0.754549578	74.43180857
GB_GCA_025140835.1	aerobe	7.406037692	2.96196681	27.01821028
GB_GCA_025141015.1	aerobe	7.637484286	4.40129456	22.0431208
GB_GCA_025141675.1	aerobe	8.142485782	3.286933365	23.37077369
GB_GCA_025141935.1	aerobe	8.090274008	4.613310405	22.18989441
GB_GCA_025143825.1	aerobe	8.023851882	3.540453385	21.43646667
GB_GCA_025143985.1	aerobe	8.018246226	4.341368773	23.87587294
GB_GCA_025144145.1	aerobe	7.733584414	3.160141646	25.26051954
GB_GCA_025144335.1	aerobe	7.986982458	2.565021112	29.89121605
GB_GCA_900104855.1	aerobe	7.125066576	0	26.34003732
GB_GCA_900129675.1	aerobe	6.708723731	0.613572471	31.3749964
GB_GCA_900143615.1	aerobe	7.663525619	3.500074572	21.64321366
GB_GCA_900149695.1	facultative	8.067296576	4.522686704	26.52910257
GB_GCA_900156835.1	aerobe	7.987858473	4.224186571	28.89446601
GB_GCA_900197615.1	aerobe	7.134738558	2.950847519	37.47060601
GB_GCA_900197625.1	aerobe	7.494264741	3.772944611	23.40301906
GB_GCA_900313005.1	aerobe	7.87947936	3.586921061	26.59804218
GB_GCA_900313015.1	aerobe	7.757783872	3.949593516	24.24855355
GB_GCA_902518075.1	aerobe	8.251985136	3.535423748	28.14325513
GB_GCA_902520195.1	aerobe	7.978719416	4.244478548	29.42168641
GB_GCA_902534325.1	aerobe	8.04345168	1.431760193	26.0628366
GB_GCA_902536515.1	anaerobe	7.089832226	3.136215234	23.20330504
GB_GCA_902541695.1	aerobe	7.618990697	1.570261684	16.79211166
GB_GCA_902541775.1	anaerobe	7.042320534	2.594253735	26.2344447
GB_GCA_902543185.1	aerobe	7.691338273	1.104603381	24.88792752
GB_GCA_902554885.1	aerobe	8.292853749	2.680039828	25.7731887
GB_GCA_902557415.1	aerobe	7.052434932	0.883130111	32.24094957
GB_GCA_902562285.1	aerobe	7.640879234	1.806323855	23.21513598
GB_GCA_902570265.1	aerobe	7.492483646	1.645721504	20.65832026
GB_GCA_902573735.1	aerobe	7.797528773	1.662135415	16.08228271
GB_GCA_902578545.1	aerobe	7.70031561	2.275879207	13.90248488
GB_GCA_902602765.1	aerobe	7.520244455	0.973783075	22.51245249
GB_GCA_902611605.1	aerobe	7.223633479	0.554097162	22.78130061
GB_GCA_902623175.1	aerobe	7.820795986	3.917655463	29.57591509
GB_GCA_902625475.1	aerobe	7.556587007	1.55643564	20.80898099
GB_GCA_902631295.1	aerobe	7.944347905	1.32069867	25.98567767
GB_GCA_902631395.1	aerobe	7.943563282	3.97531028	28.0186027
GB_GCA_902635985.1	aerobe	8.171066073	1.965211283	23.97626736
GB_GCA_902727895.1	anaerobe	7.226685933	2.537078527	23.98253036
GB_GCA_902727905.1	anaerobe	7.176065286	4.087396187	29.80257398
GB_GCA_902727915.1	anaerobe	7.184715179	2.485550082	28.56112643
GB_GCA_902727935.1	anaerobe	7.122346183	2.768210255	25.9149028
GB_GCA_902825995.1	aerobe	7.184793046	0	28.76944666
GB_GCA_902826155.1	aerobe	7.364288382	1.870929562	37.44882649
GB_GCA_902826195.1	aerobe	6.977662114	0.345202746	30.40378586
GB_GCA_902826305.1	aerobe	7.564790415	1.819140276	35.51143613
GB_GCA_902826345.1	aerobe	7.655541613	0.849386851	26.72026298
GB_GCA_903820745.1	facultative	7.095020261	0	27.65290792
GB_GCA_903824965.1	aerobe	6.183492031	0.19143552	30.87371627
GB_GCA_903825645.1	anaerobe	6.479378141	0	29.96422307
GB_GCA_903826775.1	aerobe	5.90163498	0	28.61435245
GB_GCA_903827075.1	facultative	6.081422462	0	30.14577675
GB_GCA_903828235.1	aerobe	7.87091798	0	31.48455863
GB_GCA_903830985.1	aerobe	7.114585093	0	22.38547745
GB_GCA_903832005.1	aerobe	6.570570523	0.155533125	33.06574764
GB_GCA_903832285.1	facultative	6.752506206	0	23.95411354
GB_GCA_903832735.1	anaerobe	6.069098919	0	31.53065656
GB_GCA_903837335.1	aerobe	6.785630133	0	29.13765493
GB_GCA_903839085.1	anaerobe	7.016765104	0	26.05154293
GB_GCA_903839845.1	aerobe	6.454092236	0.041195192	32.56473243
GB_GCA_903839865.1	aerobe	6.634028777	0	35.22560256
GB_GCA_903842945.1	aerobe	6.959783018	0	20.58823435
GB_GCA_903843235.1	facultative	6.224502048	0	30.49125211
GB_GCA_903843315.1	facultative	5.662537707	0	34.16671859
GB_GCA_903844635.1	anaerobe	5.689945324	1.225288904	21.0268983
GB_GCA_903844775.1	aerobe	7.168784805	0	24.24652095
GB_GCA_903844825.1	aerobe	7.430512514	0	21.73234427
GB_GCA_903845315.1	aerobe	6.914458111	0	25.57706469
GB_GCA_903845935.1	aerobe	6.547304018	0	20.44290619
GB_GCA_903847155.1	aerobe	5.82299447	0	28.0023366
GB_GCA_903847605.1	aerobe	7.105705534	1.238425508	37.65914503
GB_GCA_903848955.1	anaerobe	6.443009384	0	26.13212733
GB_GCA_903850735.1	aerobe	7.008352004	0	29.48676696
GB_GCA_903853455.1	facultative	6.569900536	0.437514374	23.25066476
GB_GCA_903853895.1	aerobe	7.133119525	0	21.30327482
GB_GCA_903856995.1	aerobe	6.815496524	0	25.10354597
GB_GCA_903859155.1	aerobe	6.654622723	0	38.05907632
GB_GCA_903861115.1	anaerobe	7.126796967	0	22.45004018
GB_GCA_903866395.1	aerobe	7.454154735	0.090550159	24.48795911
GB_GCA_903867305.1	aerobe	6.761393302	0	31.63672828
GB_GCA_903869365.1	anaerobe	6.198768286	0.257566575	29.2661727
GB_GCA_903869595.1	aerobe	7.015413544	0	22.4555739
GB_GCA_903870065.1	anaerobe	6.920729306	0	18.00412394
GB_GCA_903870145.1	aerobe	7.382323837	0	22.18396442
GB_GCA_903870955.1	aerobe	6.878096999	0	16.59295125
GB_GCA_903873725.1	aerobe	5.740778866	0	25.76969943
GB_GCA_903874585.1	anaerobe	6.050678992	0	27.06943056
GB_GCA_903875135.1	aerobe	6.595174348	0	29.58092587
GB_GCA_903876625.1	aerobe	6.04395066	0	23.29926112
GB_GCA_903876685.1	aerobe	6.60591362	0	20.01185524
GB_GCA_903876715.1	aerobe	7.644466092	0.064664916	29.29964813
GB_GCA_903878085.1	aerobe	6.562245274	0.364253668	35.69984113
GB_GCA_903880855.1	aerobe	6.815131354	0	25.83481363
GB_GCA_903881515.1	aerobe	6.807156598	0	26.093044
GB_GCA_903885085.1	aerobe	5.77314486	1.907875002	27.71419641
GB_GCA_903885165.1	aerobe	5.525877028	0	29.31242441
GB_GCA_903885555.1	aerobe	6.484742975	0.228884688	33.77346527
GB_GCA_903885665.1	aerobe	6.748389658	0	31.12462162
GB_GCA_903886165.1	anaerobe	7.124872763	0	23.08031851
GB_GCA_903887325.1	aerobe	7.212177744	0	23.67723457
GB_GCA_903888645.1	aerobe	6.77227081	0.622780202	22.51670015
GB_GCA_903889595.1	aerobe	6.522695486	0	30.33506376
GB_GCA_903891395.1	aerobe	6.34785466	0.188270639	33.05537191
GB_GCA_903892175.1	aerobe	6.884933295	0	25.75497236
GB_GCA_903892315.1	aerobe	6.457600578	0	31.00120203
GB_GCA_903892675.1	aerobe	6.506577895	0.03326667	33.48844637
GB_GCA_903892995.1	aerobe	5.771081941	1.287049285	26.17230918
GB_GCA_903893215.1	aerobe	6.444928711	0	22.4122823
GB_GCA_903893565.1	aerobe	6.82982591	0	31.85352521
GB_GCA_903894155.1	aerobe	6.631106367	0	33.9415409
GB_GCA_903895005.1	aerobe	6.544288345	0	31.11527444
GB_GCA_903897925.1	aerobe	6.476934013	0	19.03877279
GB_GCA_903898725.1	aerobe	7.349728972	0.021115667	35.76581476
GB_GCA_903899705.1	aerobe	6.607118683	0	36.76157224
GB_GCA_903899885.1	aerobe	6.130776531	0	21.45049684
GB_GCA_903900805.1	facultative	6.219356454	0	32.80965435
GB_GCA_903903185.1	aerobe	6.23804267	0	30.6441739
GB_GCA_903903735.1	aerobe	6.824604902	0	30.70984431
GB_GCA_903904605.1	anaerobe	6.374692305	0	32.78157175
GB_GCA_903905585.1	aerobe	5.970787531	0	23.24628467
GB_GCA_903905735.1	aerobe	6.699418834	0	24.36926498
GB_GCA_903906635.1	aerobe	6.726930704	0	26.18326691
GB_GCA_903907905.1	aerobe	7.294913587	0.501343692	26.83509356
GB_GCA_903908065.1	aerobe	6.480631172	0.632996563	30.21708792
GB_GCA_903909415.1	aerobe	6.882995944	0	34.23862483
GB_GCA_903909815.1	facultative	6.955450536	0	23.49776027
GB_GCA_903913145.1	aerobe	5.70863576	0	20.47047657
GB_GCA_903914615.1	facultative	7.007433259	0	26.2788929
GB_GCA_903914985.1	aerobe	7.065616342	0	19.82479975
GB_GCA_903915535.1	aerobe	6.668127702	0.199848355	34.7919387
GB_GCA_903918115.1	facultative	6.56337737	0	30.44397068
GB_GCA_903921325.1	aerobe	6.862724769	0	35.20610327
GB_GCA_903922075.1	aerobe	6.98870937	1.32825664	30.41532024
GB_GCA_903924765.1	facultative	6.159576351	0	19.25531462
GB_GCA_903924955.1	aerobe	6.945729968	0	21.01839026
GB_GCA_903928495.1	aerobe	7.095794582	0.340171276	22.21244024
GB_GCA_903929045.1	aerobe	6.484438414	0.12869681	33.28322326
GB_GCA_903930255.1	aerobe	6.975620145	0	17.94961482
GB_GCA_903930395.1	aerobe	6.717198042	0.740444031	25.73385079
GB_GCA_903930535.1	aerobe	6.565101833	0	30.98591124
GB_GCA_903930805.1	anaerobe	6.45208974	0	26.89736758
GB_GCA_903932865.1	aerobe	7.578015813	0	25.50132237
GB_GCA_903933115.1	anaerobe	7.099845207	0	22.2028486
GB_GCA_903933395.1	aerobe	6.476445392	0	27.97327094
GB_GCA_903933915.1	aerobe	6.376494865	0	36.56447737
GB_GCA_903934295.1	aerobe	7.338251618	0	32.29733682
GB_GCA_903934795.1	aerobe	7.637542743	0	34.115414
GB_GCA_903935355.1	facultative	5.979268363	0	30.065612
GB_GCA_903935585.1	aerobe	7.223317917	0	23.85736358
GB_GCA_903938815.1	aerobe	7.552406428	0	28.49340867
GB_GCA_903941205.1	aerobe	7.487865919	0	27.14539445
GB_GCA_903944555.1	aerobe	7.038608774	0	18.88434784
GB_GCA_903944725.1	anaerobe	6.526260793	0	28.41300549
GB_GCA_903950295.1	facultative	6.561508514	0.647226427	25.54087223
GB_GCA_903951445.1	aerobe	6.928251475	0	21.86256234
GB_GCA_903951825.1	aerobe	6.780416729	0	23.53984243
GB_GCA_903954045.1	aerobe	6.883551674	0	20.90979675
GB_GCA_903958565.1	aerobe	7.013230463	0	29.97342251
GB_GCA_903959855.1	aerobe	6.74838422	0.292779168	26.67162815
GB_GCA_903960915.1	facultative	7.157676635	0	21.00850069
GB_GCA_903961095.1	aerobe	7.199131575	0	22.90285947
GB_GCA_903995005.1	aerobe	5.926091019	0	32.50307463
GB_GCA_905479075.1	aerobe	7.715538937	4.236915244	28.31945467
GB_GCA_905479135.1	aerobe	6.584474883	2.059990006	32.38284647
GB_GCA_905479205.1	aerobe	7.473061528	3.399473752	26.44884232
GB_GCA_905479575.1	aerobe	7.803545447	3.686612655	23.11985141
GB_GCA_905479595.1	aerobe	7.336758557	1.664411791	25.97573289
GB_GCA_905479635.1	aerobe	8.121662264	2.271409877	23.9427687
GB_GCA_905479765.1	aerobe	7.158477643	3.790859525	33.06816283
GB_GCA_905479925.1	aerobe	7.886680804	3.181868765	18.43921361
GB_GCA_905479965.1	aerobe	7.678744157	2.665216748	22.80474799
GB_GCA_905479985.1	aerobe	7.423687806	2.955084866	25.58554731
GB_GCA_905480065.1	aerobe	6.61334	4.14589625	35.63721141
GB_GCA_905480295.1	aerobe	7.872089446	3.820661643	24.14814134
GB_GCA_905480435.1	aerobe	7.700227086	2.901169801	30.16012213
GB_GCA_905480575.1	aerobe	7.742741299	3.861176535	29.62349662
GB_GCA_905612355.1	aerobe	7.388379566	1.496380657	30.73544899
GB_GCA_913009875.1	aerobe	7.124655635	3.981231959	26.59651914
GB_GCA_913009895.1	aerobe	7.364300395	1.57582249	29.13193654
GB_GCA_913020445.1	aerobe	6.416806485	4.181765159	36.56391627
GB_GCA_913030825.1	aerobe	6.715911937	2.944591877	25.35579914
GB_GCA_913031285.1	aerobe	7.701753994	0.338172877	21.85409699
GB_GCA_913031305.1	anaerobe	7.410781533	3.951331006	35.62655659
GB_GCA_913042205.1	anaerobe	7.549728	1.158648406	27.00132463
GB_GCA_913042265.1	aerobe	7.271955125	2.408192055	29.11128082
GB_GCA_913043905.1	aerobe	7.289081675	0.107554822	20.44000587
GB_GCA_913047675.1	aerobe	6.948866966	2.704140214	31.94013541
GB_GCA_913048575.1	aerobe	7.957286756	3.68534313	30.29878075
GB_GCA_913051655.1	aerobe	7.37717108	0.456916056	27.60656646
GB_GCA_913052635.1	aerobe	7.95309522	4.510677199	32.22101572
GB_GCA_913053655.1	aerobe	7.044766466	3.109572497	32.39611217
GB_GCA_913053665.1	aerobe	6.986262765	0.459876286	30.64299788
GB_GCA_913054185.1	aerobe	7.718503123	3.633998678	22.63357154
GB_GCA_913054205.1	aerobe	6.915190423	3.214292087	35.81241955
GB_GCA_913054395.1	aerobe	7.588033015	3.355614247	27.49096909
GB_GCA_913055205.1	anaerobe	6.386499378	2.594015902	38.64625954
GB_GCA_913055575.1	anaerobe	8.750221749	7.997800195	40.66939796
GB_GCA_913055735.1	aerobe	7.006293543	4.807002019	33.27366436
GB_GCA_913055755.1	aerobe	7.177032584	3.745580391	32.86530229
GB_GCA_913055765.1	anaerobe	8.541491378	8.312233459	43.31018367
GB_GCA_913055855.1	aerobe	7.53612453	8.217273681	30.1508548
GB_GCA_913056165.1	aerobe	7.748268656	3.49749697	27.55683197
GB_GCA_913057115.1	aerobe	7.64432707	5.604027019	31.27971015
GB_GCA_913057135.1	aerobe	7.722085657	3.589477454	29.97387927
GB_GCA_913057765.1	aerobe	6.689418148	3.662169327	28.23077323
GB_GCA_913060475.1	aerobe	7.400119555	2.430330542	26.89533409
GB_GCA_913060815.1	aerobe	8.329582154	3.452412469	24.03626973
GB_GCA_913061075.1	aerobe	7.311818839	2.170317763	26.55175966
GB_GCA_913061245.1	aerobe	7.048771214	2.510778933	31.72674705
GB_GCA_913061275.1	aerobe	7.515924062	1.974945948	21.03913484
GB_GCA_913061335.1	aerobe	7.795909226	1.953324215	20.05281581
GB_GCA_913061505.1	aerobe	7.403886376	0.832860025	26.11449831
GB_GCA_913062525.1	aerobe	7.322547466	2.68833712	17.56361202
GB_GCA_913062735.1	aerobe	7.187093431	2.965191915	26.59399515
GB_GCA_913062835.1	aerobe	7.482378845	3.169923843	33.05385699
GB_GCA_913062865.1	aerobe	8.202812679	4.649357388	30.62531584
GB_GCA_913062925.1	aerobe	7.366351816	0	20.20771322
GB_GCA_913063035.1	aerobe	7.907859294	4.207502327	32.99360983
GB_GCA_913064665.1	aerobe	6.718810711	1.518862831	24.28456191
GB_GCA_913064775.1	aerobe	6.074486874	1.008317118	29.77886632
GB_GCA_919592095.1	aerobe	6.646667347	1.109589465	32.14968377
GB_GCA_919902475.1	anaerobe	6.266636055	0	42.7624963
GB_GCA_919902765.1	aerobe	6.480741691	0	26.67373348
GB_GCA_919902775.1	aerobe	6.940034893	0	20.5737319
GB_GCA_919902965.1	facultative	6.897269012	0	31.92117813
GB_GCA_934525625.1	aerobe	7.557132769	2.40539824	40.83801343
GB_GCA_945787105.1	aerobe	7.158802945	3.859696515	36.83065665
GB_GCA_945787495.1	aerobe	7.505334783	3.060218004	31.1986459
GB_GCA_945788625.1	aerobe	7.646204768	4.676659559	32.92432406
GB_GCA_945860515.1	aerobe	7.233960086	0	23.39907569
GB_GCA_945861225.1	aerobe	6.985508516	0	30.92996888
GB_GCA_945861265.1	aerobe	6.522392096	0.390056713	32.39699955
GB_GCA_945861275.1	aerobe	6.897431032	0	34.26184635
GB_GCA_945861785.1	aerobe	7.170588608	0	26.56204302
GB_GCA_945861855.1	aerobe	6.710159359	0.748299514	40.83844134
GB_GCA_945861895.1	aerobe	6.852174136	0.096567568	38.69950513
GB_GCA_945862135.1	aerobe	6.510591257	0	34.61897501
GB_GCA_945862265.1	aerobe	6.904451192	0	36.62396937
GB_GCA_945862305.1	aerobe	7.494268935	0.9025194	30.66450742
GB_GCA_945862355.1	aerobe	7.10404495	0.773271457	38.44341574
GB_GCA_945862495.1	aerobe	7.175665511	0	28.35689826
GB_GCA_945862985.1	aerobe	7.513494559	0.133162618	31.96151197
GB_GCA_945864455.1	facultative	6.526952472	0	31.93817016
GB_GCA_945864585.1	aerobe	7.090443857	0	36.0526025
GB_GCA_945865935.1	aerobe	7.060499409	0	29.46748168
GB_GCA_945869245.1	aerobe	7.199930968	0.975388807	30.72706472
GB_GCA_945869355.1	aerobe	6.93252786	0	29.99784912
GB_GCA_945870035.1	aerobe	6.717875092	0.504342243	31.10515771
GB_GCA_945870205.1	aerobe	6.466517565	0	25.91945914
GB_GCA_945870465.1	aerobe	6.356696479	0	37.62414669
GB_GCA_945871285.1	aerobe	7.670246206	0	18.99368949
GB_GCA_945872335.1	aerobe	7.323521606	0	32.75437178
GB_GCA_945874805.1	aerobe	7.38039682	0	22.48495521
GB_GCA_945875225.1	aerobe	7.012165891	0	24.92863185
GB_GCA_945875955.1	aerobe	7.534593472	0	23.74900425
GB_GCA_945876565.1	aerobe	7.272163034	0.819958804	32.33156353
GB_GCA_945877235.1	anaerobe	7.459213517	0.674503719	30.82939003
GB_GCA_945878355.1	facultative	7.235803434	0	21.36924476
GB_GCA_945878385.1	aerobe	7.696298085	0.384526711	30.65543193
GB_GCA_945878885.1	aerobe	6.643626332	0	27.31851254
GB_GCA_945878995.1	aerobe	7.828573685	0	23.7898587
GB_GCA_945881875.1	aerobe	6.654651186	1.25836605	29.5347042
GB_GCA_945881965.1	aerobe	7.49721088	0	20.92712601
GB_GCA_945883615.1	aerobe	7.239411343	0	29.2384653
GB_GCA_945883795.1	aerobe	6.463757442	2.662273486	25.55155373
GB_GCA_945885345.1	aerobe	6.326770792	0	36.17269005
GB_GCA_945887835.1	aerobe	7.057909975	0	27.44087248
GB_GCA_945889015.1	aerobe	7.263956816	1.215977871	34.22948423
GB_GCA_945889625.1	aerobe	7.01063207	0	34.80384861
GB_GCA_945890705.1	aerobe	7.232893992	1.573346825	35.44015911
GB_GCA_945890735.1	aerobe	6.539873901	0	24.45720165
GB_GCA_945893085.1	aerobe	6.621839972	0.580541453	40.00055325
GB_GCA_945893125.1	aerobe	6.534435783	0	38.26120854
GB_GCA_945897365.1	aerobe	7.106645567	0	29.05667928
GB_GCA_945897475.1	aerobe	6.782421754	0	34.13273797
GB_GCA_945897515.1	aerobe	6.62646041	1.136196097	40.73180422
GB_GCA_945897955.1	aerobe	6.971389638	0	28.50203026
GB_GCA_945898095.1	facultative	7.117288059	0	26.7656671
GB_GCA_945898115.1	aerobe	6.988974237	0	19.94237106
GB_GCA_945901045.1	aerobe	7.174277926	0	22.53983818
GB_GCA_945901125.1	aerobe	7.280902516	0	22.90138318
GB_GCA_945901405.1	aerobe	6.760201999	0	36.77296723
GB_GCA_945901825.1	facultative	7.791441724	0.624421696	23.58464609
GB_GCA_945901855.1	aerobe	7.770261257	0	25.38581654
GB_GCA_945903565.1	aerobe	7.099760855	0.180551196	37.31957443
GB_GCA_945906755.1	aerobe	7.418115011	0.050720387	37.14144822
GB_GCA_945906765.1	aerobe	7.053850101	0	35.8882031
GB_GCA_945906815.1	aerobe	7.12724178	0	32.00518181
GB_GCA_945906975.1	aerobe	6.530482866	0	35.09231042
GB_GCA_945907045.1	aerobe	6.738475074	0.331109982	38.55508817
RS_GCF_000025605.1	aerobe	5.676126215	1.077063159	80.72831327
RS_GCF_000025705.1	aerobe	5.558383248	0.423181659	29.45855886
RS_GCF_000092125.1	aerobe	7.355574395	0	54.72608415
RS_GCF_000092245.1	aerobe	6.475520629	3.093594794	32.87298785
RS_GCF_000147355.1	aerobe	6.112528533	2.354404323	32.50974151
RS_GCF_000153125.2	aerobe	7.700549221	3.762445022	26.22433209
RS_GCF_000154705.2	aerobe	7.70865586	2.267415155	25.40198043
RS_GCF_000158095.2	aerobe	7.863687032	3.367305401	22.9206942
RS_GCF_000158175.1	aerobe	7.781339236	4.264642179	31.97911712
RS_GCF_000183725.1	anaerobe	6.435529565	1.313514012	25.58736319
RS_GCF_000186245.1	anaerobe	6.027437354	4.791007935	55.63635988
RS_GCF_000219215.1	aerobe	6.643801168	0	32.81839447
RS_GCF_000242915.1	anaerobe	6.467517421	2.387965104	21.67362152
RS_GCF_000261685.1	aerobe	6.868241113	1.077453472	33.8508208
RS_GCF_000292345.1	aerobe	6.165160463	0.419363981	30.78193908
RS_GCF_000293785.1	aerobe	6.841321294	1.14849708	36.45359569
RS_GCF_000293865.2	aerobe	7.462062586	0	24.48223976
RS_GCF_000296215.2	aerobe	6.888520719	0.313129432	31.9170848
RS_GCF_000299875.1	aerobe	7.268798365	2.059389136	26.00440658
RS_GCF_000300275.1	aerobe	7.332789313	4.090369346	27.79157317
RS_GCF_000300335.1	aerobe	7.742426775	2.379960789	29.61379981
RS_GCF_000364445.2	aerobe	6.865662546	0.659834262	31.93410188
RS_GCF_000372525.1	aerobe	6.929548678	0	32.78367137
RS_GCF_000373145.1	aerobe	7.371726309	0	64.45413126
RS_GCF_000373205.1	aerobe	7.791665679	0	50.82540096
RS_GCF_000376265.1	aerobe	7.399482323	0	65.18751011
RS_GCF_000376425.1	aerobe	6.644437406	1.195263413	31.27230848
RS_GCF_000377645.1	aerobe	5.910169263	1.332629005	36.10791376
RS_GCF_000379105.1	aerobe	7.314308971	0.382307856	34.48854758
RS_GCF_000380185.1	aerobe	7.763353855	1.953274088	30.07565215
RS_GCF_000421625.1	aerobe	7.180980506	0	66.03007703
RS_GCF_000421645.1	aerobe	7.296830392	2.864690652	25.83483599
RS_GCF_000422765.1	aerobe	7.732487995	2.727895535	23.86224177
RS_GCF_000422885.1	facultative	7.116286679	0	27.10360466
RS_GCF_000423425.1	aerobe	8.394907436	0	57.8032999
RS_GCF_000423645.1	aerobe	7.94317599	5.060037022	29.15270257
RS_GCF_000423825.1	aerobe	6.468581997	1.349590007	40.44497596
RS_GCF_000425365.1	aerobe	7.825951743	0	39.83273833
RS_GCF_000426345.1	aerobe	6.814835652	0.171362561	33.58238343
RS_GCF_000426505.1	aerobe	7.142048006	3.875427343	28.41528421
RS_GCF_000427785.1	aerobe	6.805683059	0.395493745	27.94959567
RS_GCF_000428045.1	anaerobe	7.433271562	3.868726841	35.28961229
RS_GCF_000429045.1	facultative	8.046551851	2.190012531	37.21843941
RS_GCF_000429605.1	aerobe	7.116933057	1.900448159	29.32854337
RS_GCF_000429625.1	aerobe	7.380597048	2.032673761	32.90511682
RS_GCF_000429665.1	aerobe	7.052061528	1.173327293	33.54184389
RS_GCF_000429765.1	aerobe	7.516250463	0.689777913	29.29714954
RS_GCF_000429845.1	aerobe	7.467072878	0.733149621	27.30448323
RS_GCF_000442255.1	aerobe	7.993588263	5.809327829	31.45657844
RS_GCF_000442275.2	aerobe	7.98440588	4.248504912	25.03799841
RS_GCF_000442315.1	aerobe	7.744069006	0.658543987	41.5976406
RS_GCF_000445475.1	anaerobe	6.922976654	2.178358018	30.78749942
RS_GCF_000472385.1	aerobe	6.468624749	0.573748767	32.06760648
RS_GCF_000472425.1	aerobe	6.60137518	0.735727828	30.06803365
RS_GCF_000472925.1	aerobe	6.91911154	0.563542391	30.02642923
RS_GCF_000472965.1	aerobe	7.060089867	0.453829071	32.77140384
RS_GCF_000473045.1	aerobe	6.765183034	0.281075992	29.79217189
RS_GCF_000473065.1	aerobe	6.983238581	0.355950174	32.05659717
RS_GCF_000473105.1	anaerobe	8.016198423	3.838200327	24.73308882
RS_GCF_000473145.1	aerobe	7.908323304	3.244500491	28.05107298
RS_GCF_000473165.1	aerobe	7.903255645	3.283205247	25.65592566
RS_GCF_000473205.1	aerobe	7.62330812	3.01483683	22.92944055
RS_GCF_000473225.1	anaerobe	7.677177593	3.647293675	26.75322469
RS_GCF_000473325.1	aerobe	7.751291778	3.981231289	28.44036849
RS_GCF_000484635.1	aerobe	6.869805963	0.117032584	28.9444147
RS_GCF_000496075.1	aerobe	7.603657301	4.59584442	37.36377074
RS_GCF_000497575.1	aerobe	6.614016863	0.014765054	31.62452088
RS_GCF_000497755.1	aerobe	7.715746354	3.768127196	32.34032652
RS_GCF_000506985.1	aerobe	7.309168809	1.344023724	29.33116026
RS_GCF_000511355.1	aerobe	7.776431151	2.759084257	26.31753327
RS_GCF_000511385.1	aerobe	7.963070808	4.201021551	24.29102766
RS_GCF_000512735.1	anaerobe	6.37393808	0	77.85488099
RS_GCF_000515415.1	aerobe	6.775071626	0.429034809	29.68618514
RS_GCF_000527135.1	aerobe	6.679006157	1.272101326	29.65227717
RS_GCF_000590925.1	aerobe	8.009011596	3.524862672	30.65600511
RS_GCF_000600975.2	aerobe	7.767245516	3.263519894	26.36644626
RS_GCF_000607165.1	aerobe	6.300020228	0.758158088	30.34755378
RS_GCF_000617845.2	aerobe	6.851190269	0.609346443	31.54019693
RS_GCF_000619805.1	aerobe	6.156604988	0.65241154	69.07808655
RS_GCF_000620065.1	aerobe	8.26471798	0	51.55615119
RS_GCF_000622325.1	aerobe	7.946597593	2.852022642	22.1872346
RS_GCF_000622365.1	aerobe	7.847896684	3.316269388	21.72557016
RS_GCF_000622385.1	aerobe	7.884278103	4.186252335	23.96992593
